orf,label
YDR099W,non_ess
YLR047C,non_ess
YMR178W,non_ess
YCL012C,non_ess
YJR131W,non_ess
YGL198W,non_ess
YHR029C,non_ess
YPR109W,non_ess
YPL197C,non_ess
YNL314W,non_ess
YGR183C,non_ess
YMR118C,non_ess
YKL167C,non_ess
YPL222W,non_ess
YLR352W,non_ess
YOR325W,non_ess
YGR275W,non_ess
YMR183C,non_ess
YNR075W,non_ess
YGL203C,non_ess
YFL053W,non_ess
YHR177W,non_ess
YKL221W,non_ess
YML011C,non_ess
YNR040W,non_ess
YDL122W,non_ess
YPL245W,non_ess
YML035C,non_ess
YOR269W,non_ess
YPL039W,non_ess
YOR333C,non_ess
YMR030W,non_ess
YNL134C,non_ess
YOR001W,non_ess
YKL106C-A,non_ess
YJL048C,non_ess
YPL270W,non_ess
YLR203C,non_ess
YOR252W,non_ess
YNL040W,non_ess
YMR003W,non_ess
YDL171C,non_ess
YKL098W,non_ess
YBR042C,non_ess
YLL056C,non_ess
YBL008W-A,non_ess
YBR232C,non_ess
YNL193W,non_ess
YOR285W,non_ess
YAR002C-A,non_ess
YGL005C,non_ess
YOR161C,non_ess
YAL023C,non_ess
YJR005W,non_ess
YJR094C,non_ess
YLR172C,non_ess
YDL019C,non_ess
YJL216C,non_ess
YNR019W,non_ess
YGR221C,non_ess
YDR261C,non_ess
YPR100W,non_ess
YPL206C,non_ess
YLR307W,non_ess
YPR061C,non_ess
YLR410W,non_ess
YHR167W,non_ess
YOL035C,non_ess
YNL283C,non_ess
YIR020W-A,non_ess
YOL073C,non_ess
YGR032W,non_ess
YBR245C,non_ess
YDR528W,non_ess
YNL321W,non_ess
YML067C,non_ess
YIL131C,non_ess
YBR163W,non_ess
YHL010C,non_ess
YBR199W,non_ess
